user_id,happy,happyornot,location,resp_time,sad,sadornot,datetime_utc
u49,2,1.0,"43.7071768894946,-72.29070618097161",1368172673,1,1.0,2013-05-10 07:57:53+00:00
u49,2,1.0,"43.70578575320415,-72.28875349174373",1368216554,1,2.0,2013-05-10 20:09:14+00:00
u49,2,1.0,"43.63577246751466,-72.21207831472465",1368413612,1,2.0,2013-05-13 02:53:32+00:00
u49,3,1.0,"43.70377306642512,-72.28776140116048",1368472208,1,2.0,2013-05-13 19:10:08+00:00
u49,2,1.0,"43.7059528775494,-72.28796572137354",1368597742,1,2.0,2013-05-15 06:02:22+00:00
u49,3,1.0,Unknown,1368858742,1,2.0,2013-05-18 06:32:22+00:00
u49,2,1.0,"43.70708760216699,-72.2906677907121",1369015417,1,2.0,2013-05-20 02:03:37+00:00
u49,3,1.0,"43.70711113605721,-72.2909021265177",1369106886,1,2.0,2013-05-21 03:28:06+00:00
u49,3,1.0,"43.707233759117564,-72.29071923394626",1369189632,1,2.0,2013-05-22 02:27:12+00:00
u49,1,1.0,"43.70499932516232,-72.28962049781912",1369365176,1,1.0,2013-05-24 03:12:56+00:00
u49,1,1.0,Unknown,1369447504,1,2.0,2013-05-25 02:05:04+00:00
u49,3,1.0,"43.70709626766311,-72.2906669454036",1369879557,2,1.0,2013-05-30 02:05:57+00:00
u49,3,1.0,"43.7072259238806,-72.29061095852634",1369986752,1,2.0,2013-05-31 07:52:32+00:00
u50,2,1.0,"43.70683014,-72.28707801",1368599557,1,2.0,2013-05-15 06:32:37+00:00
u51,1,1.0,"43.70659881,-72.28704116",1366871622,1,2.0,2013-04-25 06:33:42+00:00
u51,1,1.0,"43.70662606,-72.28697819",1368602564,1,2.0,2013-05-15 07:22:44+00:00
u51,1,2.0,"43.69379877,-72.28784757",1368691945,2,1.0,2013-05-16 08:12:25+00:00
u51,1,1.0,"43.70526533,-72.29056337",1368771003,1,2.0,2013-05-17 06:10:03+00:00
u51,1,1.0,"43.70526533,-72.29056337",1368771026,1,,2013-05-17 06:10:26+00:00
u51,1,1.0,"43.70661275,-72.28699443",1368933443,1,1.0,2013-05-19 03:17:23+00:00
u51,1,2.0,"43.70529305,-72.28786129",1369276858,1,2.0,2013-05-23 02:40:58+00:00
u51,1,1.0,"43.6285899,-72.32269504",1369456103,1,2.0,2013-05-25 04:28:23+00:00
u52,3,1.0,"43.70717786666667,-72.2892299",1366873015,1,1.0,2013-04-25 06:56:55+00:00
u52,1,2.0,Unknown,1368856799,4,1.0,2013-05-18 05:59:59+00:00
u53,2,1.0,"43.7054908,-72.28339756",1366879720,1,2.0,2013-04-25 08:48:40+00:00
u53,1,2.0,"43.70552426,-72.28322683",1368599510,1,1.0,2013-05-15 06:31:50+00:00
u53,2,1.0,"43.70535517,-72.28299243",1368787788,1,2.0,2013-05-17 10:49:48+00:00
u56,2,1.0,"43.65343006,-72.24009132",1366872822,1,2.0,2013-04-25 06:53:42+00:00
u56,2,1.0,"43.71647064,-72.30915958",1368776469,1,2.0,2013-05-17 07:41:09+00:00
u56,2,1.0,Unknown,1369008540,1,2.0,2013-05-20 00:09:00+00:00
u57,1,1.0,"43.7031375,-72.288385",1367798652,1,1.0,2013-05-06 00:04:12+00:00
u57,3,1.0,"43.70202283,-72.28836255",1368597724,2,1.0,2013-05-15 06:02:04+00:00
u57,3,1.0,Unknown,1368685637,1,1.0,2013-05-16 06:27:17+00:00
u57,2,1.0,"43.70717596,-72.28870177",1368858027,1,1.0,2013-05-18 06:20:27+00:00
u57,4,1.0,"43.70652906,-72.28898752",1368928822,1,2.0,2013-05-19 02:00:22+00:00
u57,2,1.0,"43.70680959,-72.2889535",1369101979,1,1.0,2013-05-21 02:06:19+00:00
u58,4,1.0,"43.70616076,-72.28328673",1366959970,1,2.0,2013-04-26 07:06:10+00:00
u58,4,1.0,"43.70607266,-72.28334592",1367008613,1,2.0,2013-04-26 20:36:53+00:00
u58,1,1.0,"43.70617988,-72.28333935",1367212773,1,2.0,2013-04-29 05:19:33+00:00
u58,1,2.0,"43.70601124,-72.28339159",1367251307,1,1.0,2013-04-29 16:01:47+00:00
u58,2,1.0,"43.70058933,-72.28929853",1367804350,1,2.0,2013-05-06 01:39:10+00:00
u58,1,2.0,"43.7061181,-72.28339464",1368237713,1,1.0,2013-05-11 02:01:53+00:00
u58,3,1.0,"43.70647378,-72.28294033",1368390906,1,2.0,2013-05-12 20:35:06+00:00
u58,1,1.0,"43.70622458,-72.28310226",1368602620,1,1.0,2013-05-15 07:23:40+00:00
u58,2,1.0,"43.70612218,-72.28329793",1368776898,1,1.0,2013-05-17 07:48:18+00:00
u58,4,1.0,"43.70617198,-72.28334412",1368869780,1,2.0,2013-05-18 09:36:20+00:00
u58,1,2.0,"43.7061924,-72.28343594",1369015219,1,1.0,2013-05-20 02:00:19+00:00
u58,1,1.0,"43.70618308,-72.28327414",1369105248,1,2.0,2013-05-21 03:00:48+00:00
u58,1,1.0,"43.7062243,-72.28296326",1369194953,2,1.0,2013-05-22 03:55:53+00:00
u58,3,1.0,"43.70675768,-72.28296487",1369364285,1,1.0,2013-05-24 02:58:05+00:00
u58,1,2.0,"43.70613947,-72.28322684",1369451558,1,1.0,2013-05-25 03:12:38+00:00
u58,4,1.0,"43.70616436,-72.28339582",1369727153,1,2.0,2013-05-28 07:45:53+00:00
u58,2,1.0,"43.70622442,-72.2833425",1369779437,1,1.0,2013-05-28 22:17:17+00:00
u59,2,1.0,"43.703413414768875,-72.28902460075915",1366844735,1,2.0,2013-04-24 23:05:35+00:00
u59,1,1.0,"43.70548307429999,-72.2909040749073",1366858887,1,1.0,2013-04-25 03:01:27+00:00
u59,3,1.0,"43.707177895121276,-72.28785742074251",1366913467,1,2.0,2013-04-25 18:11:07+00:00
u59,3,1.0,"43.703650454990566,-72.29038355872035",1366934016,1,1.0,2013-04-25 23:53:36+00:00
u59,2,1.0,"43.705437812022865,-72.29115846566856",1366964164,1,2.0,2013-04-26 08:16:04+00:00
u59,1,1.0,Unknown,1367064108,2,1.0,2013-04-27 12:01:48+00:00
u59,1,1.0,"43.705516937188804,-72.29096400551498",1367183477,1,1.0,2013-04-28 21:11:17+00:00
u59,1,1.0,"43.706689733080566,-72.28658253327012",1367223267,2,1.0,2013-04-29 08:14:27+00:00
u59,3,1.0,"43.70636967010796,-72.28717530146241",1367231226,1,1.0,2013-04-29 10:27:06+00:00
u59,3,1.0,"43.70481344405562,-72.28933095932007",1367251091,1,1.0,2013-04-29 15:58:11+00:00
u59,1,2.0,Unknown,1367318947,3,1.0,2013-04-30 10:49:07+00:00
u59,2,1.0,"43.70579710230231,-72.29083056561649",1367348614,2,1.0,2013-04-30 19:03:34+00:00
u59,1,1.0,"43.70313869789243,-72.2904294077307",1367384453,1,1.0,2013-05-01 05:00:53+00:00
u59,3,1.0,"43.70554116088897,-72.29079972021282",1367460117,1,2.0,2013-05-02 02:01:57+00:00
u59,3,1.0,"43.70489332359284,-72.28969481773674",1367478676,1,2.0,2013-05-02 07:11:16+00:00
u59,1,1.0,"43.70563415810466,-72.2912774886936",1367510597,1,1.0,2013-05-02 16:03:17+00:00
u59,3,1.0,"43.70413077995181,-72.2902893461287",1367539233,1,2.0,2013-05-03 00:00:33+00:00
u59,3,1.0,"43.70568541344255,-72.29091857559979",1367557250,1,2.0,2013-05-03 05:00:50+00:00
u59,2,1.0,Unknown,1367624964,1,1.0,2013-05-03 23:49:24+00:00
u59,4,1.0,Unknown,1367663228,1,2.0,2013-05-04 10:27:08+00:00
u59,3,1.0,Unknown,1367720054,1,1.0,2013-05-05 02:14:14+00:00
u59,2,1.0,"43.70551781728864,-72.29054197669029",1367787376,1,1.0,2013-05-05 20:56:16+00:00
u59,3,1.0,"43.70416569057852,-72.29038154706359",1367893812,1,2.0,2013-05-07 02:30:12+00:00
u59,1,1.0,"43.705429220572114,-72.29127271100879",1367945847,2,1.0,2013-05-07 16:57:27+00:00
u59,3,1.0,Unknown,1367984923,1,1.0,2013-05-08 03:48:43+00:00
u59,1,2.0,"43.706466439180076,-72.28715711273253",1368014869,3,1.0,2013-05-08 12:07:49+00:00
u59,3,1.0,"43.706673136912286,-72.29037056677043",1368072252,1,1.0,2013-05-09 04:04:12+00:00
u59,1,1.0,Unknown,1368087735,1,2.0,2013-05-09 08:22:15+00:00
u59,2,1.0,"43.703217948786914,-72.28930891491473",1368122107,1,2.0,2013-05-09 17:55:07+00:00
u59,1,1.0,Unknown,1368230431,4,1.0,2013-05-11 00:00:31+00:00
u59,1,1.0,"33.64048871677369,-84.43573283962905",1368293650,3,1.0,2013-05-11 17:34:10+00:00
u59,1,1.0,"29.90291280671954,-90.0272652413696",1368360450,3,1.0,2013-05-12 12:07:30+00:00
u59,1,1.0,"29.90313538815826,-90.02738610841334",1368430010,2,1.0,2013-05-13 07:26:50+00:00
u59,2,1.0,Unknown,1368597703,1,1.0,2013-05-15 06:01:43+00:00
u59,1,1.0,"43.70743128005415,-72.28925778530538",1368605562,1,1.0,2013-05-15 08:12:42+00:00
u59,1,1.0,"43.70553600601852,-72.29107699356973",1368718907,1,1.0,2013-05-16 15:41:47+00:00
u59,2,1.0,"43.70531283784658,-72.28896860964596",1368835447,1,2.0,2013-05-18 00:04:07+00:00
u59,4,1.0,"43.70492928195745,-72.29191333986819",1368911292,1,2.0,2013-05-18 21:08:12+00:00
u59,2,1.0,"43.705568527802825,-72.29081480763853",1368992101,1,2.0,2013-05-19 19:35:01+00:00
u59,2,1.0,"43.704725224524736,-72.28949784301221",1369009496,1,2.0,2013-05-20 00:24:56+00:00
u59,1,1.0,"43.70559212286025,-72.29091203771532",1369082859,1,2.0,2013-05-20 20:47:39+00:00
u59,2,1.0,"43.70559212286025,-72.29091203771532",1369090436,1,2.0,2013-05-20 22:53:56+00:00
u59,3,1.0,Unknown,1369162536,1,2.0,2013-05-21 18:55:36+00:00
u59,1,1.0,"43.70286435820162,-72.28974292986095",1369201140,1,1.0,2013-05-22 05:39:00+00:00
u59,2,1.0,"43.705720701254904,-72.29104246012866",1369249107,1,,2013-05-22 18:58:27+00:00
u59,2,1.0,"43.705720701254904,-72.29104246012866",1369267429,3,1.0,2013-05-23 00:03:49+00:00
u59,3,1.0,"43.705720701254904,-72.29104246012866",1369272645,1,2.0,2013-05-23 01:30:45+00:00
u59,3,1.0,Unknown,1369331974,1,2.0,2013-05-23 17:59:34+00:00
u59,4,1.0,Unknown,1369354333,1,2.0,2013-05-24 00:12:13+00:00
u59,1,2.0,Unknown,1369375653,1,2.0,2013-05-24 06:07:33+00:00
u59,2,1.0,Unknown,1369414847,1,1.0,2013-05-24 17:00:47+00:00
u59,1,1.0,Unknown,1369447421,1,1.0,2013-05-25 02:03:41+00:00
u59,2,1.0,"43.705819859169424,-72.29087230749428",1369595863,1,2.0,2013-05-26 19:17:43+00:00
u59,1,1.0,"43.705510566942394,-72.29118637740612",1369644235,2,1.0,2013-05-27 08:43:55+00:00
u59,2,1.0,"43.70550733990967,-72.2909749019891",1369681752,1,2.0,2013-05-27 19:09:12+00:00
u59,3,1.0,Unknown,1369713628,1,2.0,2013-05-28 04:00:28+00:00
u59,1,2.0,Unknown,1369734934,1,1.0,2013-05-28 09:55:34+00:00
u59,1,2.0,"43.70560381561518,-72.29110607877374",1369771667,2,1.0,2013-05-28 20:07:47+00:00
u59,2,1.0,Unknown,1369792851,1,1.0,2013-05-29 02:00:51+00:00
u59,1,2.0,Unknown,1369800330,1,1.0,2013-05-29 04:05:30+00:00
u59,1,1.0,Unknown,1369874551,2,1.0,2013-05-30 00:42:31+00:00
u59,1,1.0,"43.705530599690974,-72.29089292697608",1369930323,1,1.0,2013-05-30 16:12:03+00:00
u59,4,1.0,"43.705530599690974,-72.29089292697608",1369944203,1,2.0,2013-05-30 20:03:23+00:00
u59,4,1.0,Unknown,1369958479,1,2.0,2013-05-31 00:01:19+00:00
u59,3,1.0,Unknown,1369994248,1,2.0,2013-05-31 09:57:28+00:00
u59,3,1.0,"43.70569061022252,-72.2908440604806",1370023695,1,1.0,2013-05-31 18:08:15+00:00
u59,4,1.0,"43.70243239682168,-72.28868303820491",1370031306,1,2.0,2013-05-31 20:15:06+00:00
u59,2,1.0,"40.69961621426046,-73.81507202982903",1370092149,1,1.0,2013-06-01 13:09:09+00:00
u59,3,1.0,"29.900103276595473,-90.0295245833695",1370152814,1,2.0,2013-06-02 06:00:14+00:00
u59,3,1.0,"29.902878901921213,-90.02735710702837",1370208688,1,2.0,2013-06-02 21:31:28+00:00
u59,3,1.0,"29.902838333509862,-90.02745215781033",1370221181,1,2.0,2013-06-03 00:59:41+00:00
u59,4,1.0,"29.90317050833255,-90.02723732963204",1370231278,1,2.0,2013-06-03 03:47:58+00:00
u59,4,1.0,"29.902975209988654,-90.02755098044872",1370246227,1,2.0,2013-06-03 07:57:07+00:00
u59,3,1.0,"29.902869472280145,-90.02734076231718",1370303972,1,2.0,2013-06-03 23:59:32+00:00
u59,3,1.0,"29.902807823382318,-90.02733036875725",1370309386,1,2.0,2013-06-04 01:29:46+00:00
u59,2,1.0,"29.902628953568637,-90.02758811227977",1370335201,1,1.0,2013-06-04 08:40:01+00:00
u59,3,1.0,"29.902872280217707,-90.02744721248746",1370387903,1,2.0,2013-06-04 23:18:23+00:00
u59,3,1.0,"29.9028183426708,-90.02741821110249",1370394593,1,2.0,2013-06-05 01:09:53+00:00
u59,3,1.0,"29.902913058176637,-90.02728560939431",1370408779,1,2.0,2013-06-05 05:06:19+00:00
u59,2,1.0,"29.90302047226578,-90.02727027051151",1370416534,1,2.0,2013-06-05 07:15:34+00:00
u59,2,1.0,"29.902892354875803,-90.02732827328146",1370477140,1,1.0,2013-06-06 00:05:40+00:00
u59,2,1.0,"29.902890636585653,-90.02726105041802",1370514109,1,2.0,2013-06-06 10:21:49+00:00
u59,2,1.0,Unknown,1370648556,1,2.0,2013-06-07 23:42:36+00:00
