user_id,resp_time,datetime_utc,number,location
u12,1364122190,2013-03-24 10:49:50+00:00,,
u12,1364122193,2013-03-24 10:49:53+00:00,,
u12,1364430371,2013-03-28 00:26:11+00:00,2,"43.63759451,-72.24841422"
u12,1364537776,2013-03-29 06:16:16+00:00,3,"43.63750239,-72.24838839"
u12,1364710147,2013-03-31 06:09:07+00:00,1,"43.63735709,-72.24818692"
u12,1364781880,2013-04-01 02:04:40+00:00,1,"43.64714305,-72.18863182"
u12,1364828856,2013-04-01 15:07:36+00:00,1,"43.63758924,-72.24854285"
u12,1365048034,2013-04-04 04:00:34+00:00,3,"43.70231248,-72.28784577"
u12,1365314938,2013-04-07 06:08:58+00:00,4,Unknown
u12,1365400850,2013-04-08 06:00:50+00:00,3,"37.08200819,-76.38337962"
u12,1365625386,2013-04-10 20:23:06+00:00,3,"43.63733001,-72.24831108"
u12,1365713549,2013-04-11 20:52:29+00:00,1,"43.63760479,-72.24817944"
u12,1365875575,2013-04-13 17:52:55+00:00,4,"43.63769981,-72.24843196"
u12,1365891834,2013-04-13 22:23:54+00:00,3,"43.63800068,-72.25275713"
u12,1365919350,2013-04-14 06:02:30+00:00,1,"43.63750659,-72.24820929"
u12,1365969856,2013-04-14 20:04:16+00:00,1,"43.63788781,-72.24855406"
u12,1366358971,2013-04-19 08:09:31+00:00,3,"43.63750473,-72.24859763"
u12,1366613160,2013-04-22 06:46:00+00:00,1,"43.63751615,-72.24827533"
u12,1367224085,2013-04-29 08:28:05+00:00,1,"43.6375209,-72.24825666"
u12,1368373248,2013-05-12 15:40:48+00:00,1,"43.63779157,-72.24841028"
u13,1364118751,2013-03-24 09:52:31+00:00,,
u13,1364122149,2013-03-24 10:49:09+00:00,,
u13,1364122150,2013-03-24 10:49:10+00:00,,
u13,1364122151,2013-03-24 10:49:11+00:00,,
u13,1364122153,2013-03-24 10:49:13+00:00,,
u13,1364122155,2013-03-24 10:49:15+00:00,,
u14,1364118750,2013-03-24 09:52:30+00:00,,
u14,1364121451,2013-03-24 10:37:31+00:00,,
u14,1364121453,2013-03-24 10:37:33+00:00,,
u14,1364121455,2013-03-24 10:37:35+00:00,,
u14,1364121787,2013-03-24 10:43:07+00:00,,
u14,1364169362,2013-03-24 23:56:02+00:00,,
u14,1364426236,2013-03-27 23:17:16+00:00,4,"43.70612113,-72.28723353"
u14,1364547697,2013-03-29 09:01:37+00:00,3,"43.70485903,-72.28640248"
u14,1364584961,2013-03-29 19:22:41+00:00,3,"43.70509271,-72.28680761"
u14,1364626115,2013-03-30 06:48:35+00:00,3,"43.70415142,-72.28835024"
u14,1364637137,2013-03-30 09:52:17+00:00,4,"43.70499355,-72.28677683"
u14,1364669924,2013-03-30 18:58:44+00:00,4,"43.70503113,-72.28694162"
u14,1364710073,2013-03-31 06:07:53+00:00,4,"43.70498786,-72.28672971"
u14,1364806726,2013-04-01 08:58:46+00:00,2,"43.70516844,-72.28680259"
u14,1364875298,2013-04-02 04:01:38+00:00,3,"43.7048674,-72.28716119"
u14,1364951540,2013-04-03 01:12:20+00:00,2,"43.70759133,-72.28860353"
u14,1364961787,2013-04-03 04:03:07+00:00,3,"43.70597053,-72.28839433"
u14,1365049858,2013-04-04 04:30:58+00:00,3,"43.70169949,-72.28842649"
u14,1365281236,2013-04-06 20:47:16+00:00,4,"43.70506289,-72.28675801"
u14,1365314840,2013-04-07 06:07:20+00:00,3,"43.70476614,-72.28673145"
u14,1365498525,2013-04-09 09:08:45+00:00,3,"43.70477259,-72.28698419"
u14,1365627832,2013-04-10 21:03:52+00:00,3,"43.70498939,-72.28699053"
u14,1365711043,2013-04-11 20:10:43+00:00,4,"43.70511041,-72.28702345"
u14,1365797000,2013-04-12 20:03:20+00:00,4,"43.70460577,-72.28671025"
u14,1366180199,2013-04-17 06:29:59+00:00,4,"43.70496368,-72.28727007"
u14,1366524292,2013-04-21 06:04:52+00:00,4,"43.70592312,-72.28765391"
u14,1366610404,2013-04-22 06:00:04+00:00,3,"43.70497161,-72.28670851"
u14,1367824345,2013-05-06 07:12:25+00:00,3,"43.70635373,-72.28713582"
u14,1368087880,2013-05-09 08:24:40+00:00,3,"43.70512664,-72.28785661"
u14,1368304375,2013-05-11 20:32:55+00:00,4,"43.70490336,-72.286727"
u14,1368381761,2013-05-12 18:02:41+00:00,3,"43.70592194,-72.28696999"
u14,1369793618,2013-05-29 02:13:38+00:00,1,Unknown
u15,1364118946,2013-03-24 09:55:46+00:00,,
u15,1364122069,2013-03-24 10:47:49+00:00,,
u15,1364122071,2013-03-24 10:47:51+00:00,,
u15,1364122073,2013-03-24 10:47:53+00:00,,
u15,1364122075,2013-03-24 10:47:55+00:00,,
u15,1364546202,2013-03-29 08:36:42+00:00,5,"43.70575397,-72.29579325"
u15,1364623241,2013-03-30 06:00:41+00:00,5,"43.70475624,-72.29065153"
u15,1365050950,2013-04-04 04:49:10+00:00,5,"43.70414117,-72.29034521"
u15,1365395363,2013-04-08 04:29:23+00:00,4,"41.49583437,-71.45812765"
u15,1365400753,2013-04-08 05:59:13+00:00,4,Unknown
u15,1365488044,2013-04-09 06:14:04+00:00,4,Unknown
u15,1365975516,2013-04-14 21:38:36+00:00,4,Unknown
u15,1366093993,2013-04-16 06:33:13+00:00,5,"43.7052318,-72.29189415"
u15,1366610798,2013-04-22 06:06:38+00:00,4,Unknown
u15,1366696848,2013-04-23 06:00:48+00:00,4,"43.70746352,-72.28565777"
u16,1364121764,2013-03-24 10:42:44+00:00,,
u16,1364121766,2013-03-24 10:42:46+00:00,,
u16,1364121767,2013-03-24 10:42:47+00:00,,
u16,1364121769,2013-03-24 10:42:49+00:00,,
u16,1364121770,2013-03-24 10:42:50+00:00,,
u16,1364414565,2013-03-27 20:02:45+00:00,4,"43.70284853,-72.29016458"
u16,1364536873,2013-03-29 06:01:13+00:00,5,"43.70705237,-72.28884358"
u16,1364630584,2013-03-30 08:03:04+00:00,5,"43.70724486,-72.28721651"
u16,1364712086,2013-03-31 06:41:26+00:00,5,"43.70490618,-72.2903464"
u16,1364800826,2013-04-01 07:20:26+00:00,4,"43.70358976,-72.29054215"
u16,1364966366,2013-04-03 05:19:26+00:00,4,"43.70358976,-72.29054215"
u16,1365051042,2013-04-04 04:50:42+00:00,4,"43.70450379,-72.28884561"
u16,1365369009,2013-04-07 21:10:09+00:00,3,"43.70362252,-72.29130382"
u16,1365409327,2013-04-08 08:22:07+00:00,3,"43.70638642,-72.28846824"
u16,1365561190,2013-04-10 02:33:10+00:00,4,"43.71418086,-72.2968304"
u16,1365624015,2013-04-10 20:00:15+00:00,4,"43.70474513,-72.28856577"
u16,1365710463,2013-04-11 20:01:03+00:00,4,Unknown
u16,1365798640,2013-04-12 20:30:40+00:00,4,"43.70364199,-72.29076278"
u16,1365884204,2013-04-13 20:16:44+00:00,2,"43.70364199,-72.29076278"
u16,1365970767,2013-04-14 20:19:27+00:00,2,"43.70348086,-72.29159422"
u16,1366178453,2013-04-17 06:00:53+00:00,4,"43.71269528,-72.28398406"
u16,1366252587,2013-04-18 02:36:27+00:00,2,"43.70692473,-72.28664094"
u16,1366317800,2013-04-18 20:43:20+00:00,3,"43.70378332,-72.29056908"
u16,1366351343,2013-04-19 06:02:23+00:00,3,"43.70590563,-72.28948565"
u16,1366526554,2013-04-21 06:42:34+00:00,3,"43.70371738,-72.29052339"
u16,1366696862,2013-04-23 06:01:02+00:00,1,"43.70366774,-72.29147122"
u16,1367037331,2013-04-27 04:35:31+00:00,2,"43.70383449,-72.29122954"
u16,1367129406,2013-04-28 06:10:06+00:00,2,"43.70375428,-72.29078493"
u16,1367443208,2013-05-01 21:20:08+00:00,2,Unknown
u16,1367564410,2013-05-03 07:00:10+00:00,3,"43.70360319,-72.29109274"
u16,1367773761,2013-05-05 17:09:21+00:00,2,"43.70397531,-72.28989529"
u16,1367820007,2013-05-06 06:00:07+00:00,2,"43.70369577,-72.29064258"
u16,1367948888,2013-05-07 17:48:08+00:00,3,"43.70534496,-72.29049134"
u16,1368203224,2013-05-10 16:27:04+00:00,3,"43.70268316,-72.28781994"
u16,1368259638,2013-05-11 08:07:18+00:00,4,"43.70317722,-72.28939878"
u16,1368354077,2013-05-12 10:21:17+00:00,3,"43.70386158,-72.29032649"
u16,1368461238,2013-05-13 16:07:18+00:00,1,Unknown
u16,1368551965,2013-05-14 17:19:25+00:00,4,"43.70391463,-72.28988644"
u16,1368904424,2013-05-18 19:13:44+00:00,4,Unknown
u16,1369104502,2013-05-21 02:48:22+00:00,3,Unknown
u16,1369376571,2013-05-24 06:22:51+00:00,3,"43.70390811,-72.29065789"
u16,1369533994,2013-05-26 02:06:34+00:00,3,"43.70364151,-72.29040973"
u16,1369626798,2013-05-27 03:53:18+00:00,2,"43.70370567,-72.28967439"
u16,1369792839,2013-05-29 02:00:39+00:00,1,"43.68753666,-72.29250241"
u16,1369880959,2013-05-30 02:29:19+00:00,1,"43.68753666,-72.29250241"
u17,1364121522,2013-03-24 10:38:42+00:00,,
u17,1364121523,2013-03-24 10:38:43+00:00,,
u17,1364121525,2013-03-24 10:38:45+00:00,,
u17,1364121526,2013-03-24 10:38:46+00:00,,
u17,1364121571,2013-03-24 10:39:31+00:00,,
u17,1364421916,2013-03-27 22:05:16+00:00,1,"43.70652474,-72.28811653"
u17,1364536888,2013-03-29 06:01:28+00:00,3,"43.70465195,-72.29099209"
u17,1364625437,2013-03-30 06:37:17+00:00,3,"43.70454578,-72.29083895"
u17,1364797576,2013-04-01 06:26:16+00:00,1,"43.70470793,-72.29118335"
u17,1365486866,2013-04-09 05:54:26+00:00,4,"43.70512967,-72.28920458"
u17,1365486869,2013-04-09 05:54:29+00:00,4,"43.70512967,-72.28920458"
u17,1365671524,2013-04-11 09:12:04+00:00,2,"43.70380893,-72.28772947"
u17,1365713737,2013-04-11 20:55:37+00:00,3,"43.70380893,-72.28772947"
u17,1365881545,2013-04-13 19:32:25+00:00,4,"43.70459704,-72.29138802"
u17,1365976409,2013-04-14 21:53:29+00:00,2,"43.70459704,-72.29138802"
u17,1366092073,2013-04-16 06:01:13+00:00,4,"43.70495522,-72.29090614"
u17,1366156296,2013-04-16 23:51:36+00:00,3,"43.70495522,-72.29090614"
u17,1366271801,2013-04-18 07:56:41+00:00,2,"43.70432313,-72.29132532"
u17,1366339005,2013-04-19 02:36:45+00:00,3,"43.70237732,-72.28914013"
u17,1366389858,2013-04-19 16:44:18+00:00,3,"43.70421868,-72.29109236"
u17,1366487219,2013-04-20 19:46:59+00:00,3,Unknown
u17,1366534126,2013-04-21 08:48:46+00:00,3,Unknown
u17,1366582232,2013-04-21 22:10:32+00:00,4,Unknown
u17,1366611134,2013-04-22 06:12:14+00:00,4,"43.70462714,-72.28876934"
u17,1366697148,2013-04-23 06:05:48+00:00,2,Unknown
u17,1367129129,2013-04-28 06:05:29+00:00,3,"43.70366438,-72.2901632"
u17,1367210048,2013-04-29 04:34:08+00:00,2,Unknown
u17,1367736212,2013-05-05 06:43:32+00:00,2,"43.70443163,-72.29097302"
u17,1367829780,2013-05-06 08:43:00+00:00,1,"43.70238747,-72.28949237"
u17,1368260013,2013-05-11 08:13:33+00:00,2,Unknown
u17,1368435843,2013-05-13 09:04:03+00:00,1,"43.70440021,-72.29112204"
u17,1368520433,2013-05-14 08:33:53+00:00,1,"43.7047545,-72.28932815"
u17,1368582569,2013-05-15 01:49:29+00:00,1,"43.70673393,-72.28776049"
u17,1369397199,2013-05-24 12:06:39+00:00,3,Unknown
u17,1369527994,2013-05-26 00:26:34+00:00,1,Unknown
u17,1369624388,2013-05-27 03:13:08+00:00,1,Unknown
u18,1364121772,2013-03-24 10:42:52+00:00,,
u18,1364121774,2013-03-24 10:42:54+00:00,,
u18,1364121775,2013-03-24 10:42:55+00:00,,
u18,1364121777,2013-03-24 10:42:57+00:00,,
u18,1364121855,2013-03-24 10:44:15+00:00,,
u18,1364403163,2013-03-27 16:52:43+00:00,3,"43.70687522,-72.28935409"
u18,1364493543,2013-03-28 17:59:03+00:00,3,"43.70725878,-72.28908602999999"
u18,1364540861,2013-03-29 07:07:41+00:00,3,"43.70732982,-72.28913201"
u18,1364630829,2013-03-30 08:07:09+00:00,2,"43.70753673,-72.28928834"
u18,1364710539,2013-03-31 06:15:39+00:00,2,"43.70715631,-72.28913382"
u18,1365185613,2013-04-05 18:13:33+00:00,1,"43.70605791,-72.28694024"
u18,1365185620,2013-04-05 18:13:40+00:00,3,"43.70605791,-72.28694024"
u18,1365221391,2013-04-06 04:09:51+00:00,2,"43.7070722,-72.28918173"
u18,1365394301,2013-04-08 04:11:41+00:00,3,"43.70730177,-72.28915579"
u18,1365405923,2013-04-08 07:25:23+00:00,1,"43.70736049,-72.28920014"
u18,1365626163,2013-04-10 20:36:03+00:00,3,"43.70155456,-72.28823683"
u18,1365710534,2013-04-11 20:02:14+00:00,2,"43.70730854,-72.287476"
u18,1365710897,2013-04-11 20:08:17+00:00,2,"43.70730854,-72.287476"
u18,1365800545,2013-04-12 21:02:25+00:00,1,"43.70728713,-72.28820549"
u18,1366182788,2013-04-17 07:13:08+00:00,3,"43.70498286,-72.28791117"
u18,1366341947,2013-04-19 03:25:47+00:00,2,"43.70264346,-72.28707"
u18,1366525058,2013-04-21 06:17:38+00:00,2,"43.70724964,-72.28892471"
u18,1366560404,2013-04-21 16:06:44+00:00,1,"43.70734979,-72.28910436"
u18,1366616610,2013-04-22 07:43:30+00:00,1,"43.70610767,-72.28849979"
u18,1366702826,2013-04-23 07:40:26+00:00,1,"43.70728871,-72.28933649"
u18,1367597898,2013-05-03 16:18:18+00:00,1,"43.70739317,-72.28896594"
u18,1369709552,2013-05-28 02:52:32+00:00,1,"43.70735666,-72.2890518"
u19,1364118943,2013-03-24 09:55:43+00:00,,
u19,1364122311,2013-03-24 10:51:51+00:00,,
u19,1364122313,2013-03-24 10:51:53+00:00,,
u19,1364122315,2013-03-24 10:51:55+00:00,,
u19,1364122317,2013-03-24 10:51:57+00:00,,
u19,1364367105,2013-03-27 06:51:45+00:00,2,"43.70690704,-72.28632015"
u19,1364544927,2013-03-29 08:15:27+00:00,2,"43.69950084,-72.29157244"
u19,1364623729,2013-03-30 06:08:49+00:00,1,"43.70288904,-72.28988903"
u19,1364805180,2013-04-01 08:33:00+00:00,3,Unknown
u19,1364965531,2013-04-03 05:05:31+00:00,1,"43.70106694,-72.2864999"
u19,1365048502,2013-04-04 04:08:22+00:00,3,"43.69789429,-72.31446361"
u19,1365126241,2013-04-05 01:44:01+00:00,4,"43.7030279,-72.28948573"
u19,1365221569,2013-04-06 04:12:49+00:00,3,"43.70676365,-72.28546175"
u19,1365402308,2013-04-08 06:25:08+00:00,2,"43.7067029,-72.28540419"
u19,1365624313,2013-04-10 20:05:13+00:00,3,"43.70647041,-72.28787574"
u19,1365710404,2013-04-11 20:00:04+00:00,4,"43.70300231,-72.28918281"
u19,1365798000,2013-04-12 20:20:00+00:00,3,"43.70651205,-72.28555058"
u19,1365883239,2013-04-13 20:00:39+00:00,4,"43.70310945,-72.29051358"
u19,1365913006,2013-04-14 04:16:46+00:00,4,"43.70285468,-72.29111293"
u19,1365971422,2013-04-14 20:30:22+00:00,5,"43.70285468,-72.29111293"
u19,1366092988,2013-04-16 06:16:28+00:00,4,"43.70154751,-72.29133289"
u19,1366183989,2013-04-17 07:33:09+00:00,4,"43.7027651,-72.2899934"
u19,1366264850,2013-04-18 06:00:50+00:00,4,"43.69378323,-72.29014069"
u19,1366351489,2013-04-19 06:04:49+00:00,4,"43.70734975,-72.28629956"
u19,1366525735,2013-04-21 06:28:55+00:00,5,"43.7067391,-72.28556913"
u19,1366614034,2013-04-22 07:00:34+00:00,5,"43.7067805,-72.28550931"
u19,1366696853,2013-04-23 06:00:53+00:00,4,"43.70676468,-72.28542565"
u19,1366960558,2013-04-26 07:15:58+00:00,5,"43.70445438,-72.28941379"
u19,1367400490,2013-05-01 09:28:10+00:00,3,"43.70101204,-72.28677708"
u19,1367564685,2013-05-03 07:04:45+00:00,3,"43.7071838,-72.28865575"
u19,1367739763,2013-05-05 07:42:43+00:00,3,"43.70691192,-72.28587513"
u19,1367825397,2013-05-06 07:29:57+00:00,5,"43.70706627,-72.28596306"
u19,1368169288,2013-05-10 07:01:28+00:00,2,"43.70300642,-72.28981807"
u19,1368217944,2013-05-10 20:32:24+00:00,3,"43.70680418,-72.28601166"
u19,1368253687,2013-05-11 06:28:07+00:00,4,"43.70702534,-72.28577028"
u19,1368349104,2013-05-12 08:58:24+00:00,5,"43.70701211,-72.28611727"
u19,1368519244,2013-05-14 08:14:04+00:00,3,"43.70650157,-72.28532126"
u19,1368775553,2013-05-17 07:25:53+00:00,4,"43.70714135,-72.28594665"
u19,1369127546,2013-05-21 09:12:26+00:00,3,"43.70712264,-72.28701115"
u19,1369210248,2013-05-22 08:10:48+00:00,4,"43.7040776,-72.29042456"
u19,1369377258,2013-05-24 06:34:18+00:00,3,"43.70722775,-72.28725812"
u19,1369470124,2013-05-25 08:22:04+00:00,3,"43.70744109,-72.28667853"
u19,1369561967,2013-05-26 09:52:47+00:00,3,"43.70709334,-72.28524117"
u19,1369984369,2013-05-31 07:12:49+00:00,6,"43.70696465,-72.28583899"
u20,1364121465,2013-03-24 10:37:45+00:00,,
u20,1364121466,2013-03-24 10:37:46+00:00,,
u20,1364121467,2013-03-24 10:37:47+00:00,,
u20,1364121469,2013-03-24 10:37:49+00:00,,
u20,1364121470,2013-03-24 10:37:50+00:00,,
u20,1364121788,2013-03-24 10:43:08+00:00,,
u20,1364425348,2013-03-27 23:02:28+00:00,3,Unknown
u20,1364536531,2013-03-29 05:55:31+00:00,3,Unknown
u20,1364536825,2013-03-29 06:00:25+00:00,3,Unknown
u20,1364975730,2013-04-03 07:55:30+00:00,2,"43.70432872,-72.28591216"
u20,1365102281,2013-04-04 19:04:41+00:00,3,"43.70552246,-72.28315169"
u20,1365402177,2013-04-08 06:22:57+00:00,1,"43.7053909,-72.2831404"
u20,1365714286,2013-04-11 21:04:46+00:00,2,"43.70644022,-72.28264149"
u22,1364122235,2013-03-24 10:50:35+00:00,,
u22,1364122237,2013-03-24 10:50:37+00:00,,
u22,1364122237,2013-03-24 10:50:37+00:00,,
u22,1364122239,2013-03-24 10:50:39+00:00,,
u22,1364122241,2013-03-24 10:50:41+00:00,,
u22,1364122243,2013-03-24 10:50:43+00:00,,
u22,1364369732,2013-03-27 07:35:32+00:00,2,"43.70665178,-72.28678516"
u22,1364440000,2013-03-28 03:06:40+00:00,2,"43.70286901,-72.28809997"
u22,1364455221,2013-03-28 07:20:21+00:00,3,"43.70256935,-72.28790785"
u22,1364520541,2013-03-29 01:29:01+00:00,3,"43.70399272,-72.29051569"
u22,1364540279,2013-03-29 06:57:59+00:00,3,"43.70399272,-72.29051569"
u22,1364583855,2013-03-29 19:04:15+00:00,3,"43.70414927,-72.29076226"
u22,1364602884,2013-03-30 00:21:24+00:00,3,"43.7086476,-72.28468996"
u22,1364618480,2013-03-30 04:41:20+00:00,3,"43.70424862,-72.29040642"
u22,1364724922,2013-03-31 10:15:22+00:00,3,"43.70411722,-72.29047127"
u22,1364805951,2013-04-01 08:45:51+00:00,1,"43.70397877,-72.29023959"
u22,1364926936,2013-04-02 18:22:16+00:00,2,"43.70407922,-72.29020632"
u22,1364963713,2013-04-03 04:35:13+00:00,2,"43.70419679,-72.29044657"
u22,1365038089,2013-04-04 01:14:49+00:00,3,"43.70594306,-72.28855419"
u22,1365049311,2013-04-04 04:21:51+00:00,1,"43.70594306,-72.28855419"
u22,1365136477,2013-04-05 04:34:37+00:00,1,"43.70426694,-72.29029645"
u22,1365278413,2013-04-06 20:00:13+00:00,3,"43.70405335,-72.29024681"
u22,1365316168,2013-04-07 06:29:28+00:00,3,"43.70434883,-72.29055101"
u22,1365402146,2013-04-08 06:22:26+00:00,3,"43.70295171,-72.28573905"
u22,1365551818,2013-04-09 23:56:58+00:00,2,"43.70418536,-72.29015097"
u22,1365666859,2013-04-11 07:54:19+00:00,3,"43.70412073,-72.29025745"
u22,1365711856,2013-04-11 20:24:16+00:00,3,"43.70464858,-72.29198064"
u22,1365883582,2013-04-13 20:06:22+00:00,3,"43.70323331,-72.29018729"
u22,1365975848,2013-04-14 21:44:08+00:00,4,"43.70408869,-72.29048838"
u22,1366095626,2013-04-16 07:00:26+00:00,3,"43.70389866,-72.29006061"
u22,1366358643,2013-04-19 08:04:03+00:00,3,"43.70426635,-72.29067159"
u22,1366525257,2013-04-21 06:20:57+00:00,3,"43.70424172,-72.29101498"
u22,1366610403,2013-04-22 06:00:03+00:00,1,"43.70418092,-72.29045018"
u22,1368088583,2013-05-09 08:36:23+00:00,1,"43.70433388,-72.29020625"
u22,1368346293,2013-05-12 08:11:33+00:00,2,"43.70412851,-72.29030418"
u23,1364118857,2013-03-24 09:54:17+00:00,,
u23,1364119359,2013-03-24 10:02:39+00:00,,
u23,1364120040,2013-03-24 10:14:00+00:00,,
u23,1364121133,2013-03-24 10:32:13+00:00,,
u23,1364122006,2013-03-24 10:46:46+00:00,,
u23,1364428307,2013-03-27 23:51:47+00:00,1,"43.70561004,-72.28332987"
u23,1364494935,2013-03-28 18:22:15+00:00,2,"43.70545859,-72.28327112"
u23,1364536812,2013-03-29 06:00:12+00:00,1,"43.70542162,-72.28306587"
u23,1364577669,2013-03-29 17:21:09+00:00,1,"43.70562674,-72.28323386"
u23,1364603399,2013-03-30 00:29:59+00:00,1,"43.70697315,-72.28677802"
u23,1364623447,2013-03-30 06:04:07+00:00,1,"43.70552841,-72.28316626"
u23,1364663728,2013-03-30 17:15:28+00:00,1,"43.70543514,-72.2831621"
u23,1364711716,2013-03-31 06:35:16+00:00,1,"43.70543416,-72.28315549"
u23,1364749936,2013-03-31 17:12:16+00:00,1,"43.70546909,-72.28312334"
u23,1364783972,2013-04-01 02:39:32+00:00,1,"43.70560877,-72.2829117"
u23,1364796013,2013-04-01 06:00:13+00:00,1,"43.70560877,-72.2829117"
u23,1364949827,2013-04-03 00:43:47+00:00,2,"43.70543892,-72.28338924"
